iter	Accuracy	MultiClass
788	1	0.1117869002
789	1	0.111710678
790	1	0.11140434
791	1	0.1112339753
792	1	0.111122838
793	1	0.1109240792
794	1	0.1106154456
795	1	0.1104057897
796	1	0.1101314902
797	1	0.1100069879
798	1	0.1098338828
799	1	0.1096694724
800	1	0.1094666245
801	1	0.1093484998
802	1	0.1090695803
803	1	0.108937237
804	1	0.1087477325
805	1	0.1085523095
806	1	0.1083394828
807	1	0.108226595
808	1	0.1079457601
809	1	0.1076945963
810	1	0.1075449281
811	1	0.1074422846
812	1	0.1072834268
813	1	0.1071595989
814	1	0.107052486
815	1	0.1068561233
816	1	0.1066197663
817	1	0.1064665543
818	1	0.1062731472
819	1	0.1059566582
820	1	0.1056685706
821	1	0.1054667844
822	1	0.1053578852
823	1	0.1051807771
824	1	0.1050206065
825	1	0.1048692166
826	1	0.1047290897
827	1	0.1046121128
828	1	0.1044736646
829	1	0.1042157645
830	1	0.1041058611
831	1	0.1039964096
832	1	0.1038077372
833	1	0.103672137
834	1	0.1034378245
835	1	0.1032802078
836	1	0.1029127342
837	1	0.1027442061
838	1	0.1025986414
839	1	0.1024069129
840	1	0.1021811302
841	1	0.1020455085
842	1	0.1018628119
843	1	0.1016379187
844	1	0.1015036887
845	1	0.1013017376
846	1	0.1012097042
847	1	0.101053967
848	1	0.1009120251
849	1	0.1007904928
850	1	0.1006844274
851	1	0.100523073
852	1	0.1003312226
853	1	0.1002481063
854	1	0.1000842555
855	1	0.09991077733
856	1	0.09975792401
857	1	0.09947403306
858	1	0.09925891067
859	1	0.09907848823
860	1	0.09896308243
861	1	0.0987944538
862	1	0.09864022309
863	1	0.09843411107
864	1	0.09815611703
865	1	0.0979296743
866	1	0.0977562894
867	1	0.09743585483
868	1	0.09716160554
869	1	0.09697195034
870	1	0.09683624971
871	1	0.09673618878
872	1	0.09657496357
873	1	0.09648925753
874	1	0.0962949465
875	1	0.09616874404
876	1	0.0960097786
877	1	0.09593502703
878	1	0.09582311489
879	1	0.09560497949
880	1	0.09543319437
881	1	0.09528933706
882	1	0.09513184942
883	1	0.09502455008
884	1	0.09491469684
885	1	0.09473080942
886	1	0.09461061866
887	1	0.09446574266
888	1	0.09435539443
889	1	0.09425451568
890	1	0.09412090264
891	1	0.09400807225
892	1	0.09377744717
893	1	0.09367648234
894	1	0.09351720124
895	1	0.09327661885
896	1	0.09309870007
897	1	0.09285856246
898	1	0.0926973229
899	1	0.09256943459
900	1	0.09246487566
901	1	0.09234462033
902	1	0.09223208407
903	1	0.09204321082
904	1	0.09185581539
905	1	0.09164142474
906	1	0.09150111132
907	1	0.09141897068
908	1	0.09128669197
909	1	0.09111234578
910	1	0.09101691916
911	1	0.0908242366
912	1	0.09062403583
913	1	0.0905346496
914	1	0.09040209829
915	1	0.09021422221
916	1	0.09008705128
917	1	0.0899681016
918	1	0.08986197876
919	1	0.08974559732
920	1	0.08962610959
921	1	0.08948620508
922	1	0.08934491601
923	1	0.08921714248
924	1	0.08912972906
925	1	0.08906556611
926	1	0.088939708
927	1	0.08873072643
928	1	0.08862695663
929	1	0.08850372415
930	1	0.08836160291
931	1	0.08820165465
932	1	0.08804509244
933	1	0.08791466459
934	1	0.08781499822
935	1	0.08770463564
936	1	0.08756112268
937	1	0.087409245
938	1	0.08730845951
939	1	0.08716143136
940	1	0.08699217143
941	1	0.08687446282
942	1	0.08680755945
943	1	0.08664775466
944	1	0.08648589815
945	1	0.08635477444
946	1	0.08619616051
947	1	0.08608162274
948	1	0.08599570148
949	1	0.08586107693
950	1	0.08574233528
951	1	0.08563211618
952	1	0.08552901354
953	1	0.08539700026
954	1	0.08529595652
955	1	0.0850837252
956	1	0.08495433755
957	1	0.08479309799
958	1	0.08467943544
959	1	0.0846040454
960	1	0.08444845166
961	1	0.08434534185
962	1	0.08419462634
963	1	0.08415535665
964	1	0.08401003588
965	1	0.08391478144
966	1	0.0837873666
967	1	0.08362847289
968	1	0.08346704681
969	1	0.08331116612
970	1	0.0831116684
971	1	0.08293594482
972	1	0.0827253348
973	1	0.08259614084
974	1	0.08248587152
975	1	0.08235562302
976	1	0.08216525761
977	1	0.08201200972
978	1	0.08188567814
979	1	0.08178911088
980	1	0.08172161925
981	1	0.08163403366
982	1	0.0815366988
983	1	0.0814724928
984	1	0.08134052257
985	1	0.0812139399
986	1	0.08100934156
987	1	0.08094424601
988	1	0.08078884596
989	1	0.08066757195
990	1	0.08062804401
991	1	0.08041151555
992	1	0.08032458278
993	1	0.08005098631
994	1	0.0799871677
995	1	0.07986994691
996	1	0.07965485322
997	1	0.07955918269
998	1	0.07948338375
999	1	0.07935520131
